patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow,has_top_class
S2B_MSIL2A_20170831T095029_N9999_R079_T33UXP_32_84,['Arable land' 'Permanent crops'],train,Austria,S1A_IW_GRDH_1SDV_20170831T164243_33UXP_32_84,S2B_MSIL2A_20170831T095029_32_84,False,False,True
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_81_87,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170906T155749_34WFS_81_87,S2B_MSIL2A_20170906T101020_81_87,False,False,True
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_12_61,['Arable land' 'Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_12_61,S2A_MSIL2A_20171101T94132_12_61,False,False,True
S2A_MSIL2A_20180529T115401_N9999_R023_T29UNB_80_69,"['Inland wetlands' 'Natural grassland and sparsely vegetated areas'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180529T181504_29UNB_80_69,S2A_MSIL2A_20180529T115401_80_69,False,False,True
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_53_00,['Arable land' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_53_0,S2B_MSIL2A_20180326T112109_53_0,False,False,True
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_86_36,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'],train,Portugal,S1A_IW_GRDH_1SDV_20180226T063447_29SNC_86_36,S2B_MSIL2A_20180224T112109_86_36,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_10_14,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_10_14,S2B_MSIL2A_20180421T100029_10_14,False,False,True
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_79_08,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_79_8,S2A_MSIL2A_20171201T112431_79_8,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_78_01,['Arable land' 'Industrial or commercial units' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_78_1,S2B_MSIL2A_20180421T100029_78_1,False,False,True
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_22_08,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_22_8,S2B_MSIL2A_20180220T114339_22_8,False,False,True
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPA_40_80,['Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064605_29UPA_40_80,S2A_MSIL2A_20170717T113321_40_80,False,False,True
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_80_00,"['Arable land' 'Mixed forest' 'Pastures' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_80_0,S2B_MSIL2A_20170930T095019_80_0,False,False,True
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_83_25,['Arable land' 'Complex cultivation patterns'],train,Serbia,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_83_25,S2A_MSIL2A_20180430T094031_83_25,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_08_83,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_8_83,S2B_MSIL2A_20170914T93030_8_83,False,False,True
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_81_00,['Coniferous forest' 'Inland wetlands'],train,Finland,S1A_IW_GRDH_1SDV_20170630T152421_35VPK_81_0,S2A_MSIL2A_20170701T093031_81_0,False,False,True
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_23_01,"['Coniferous forest' 'Mixed forest'
 'Moors, heathland and sclerophyllous vegetation' 'Pastures']",train,Belgium,S1A_IW_GRDH_1SDV_20171016T055031_31UGR_23_1,S2B_MSIL2A_20171015T104009_23_1,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_65_12,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_65_12,S2B_MSIL2A_20170927T094019_65_12,False,False,True
S2B_MSIL2A_20180428T095029_N9999_R079_T33TXN_24_12,['Inland waters' 'Inland wetlands'],train,Austria,S1A_IW_GRDH_1SDV_20180428T164218_33TXN_24_12,S2B_MSIL2A_20180428T095029_24_12,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_79_33,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Lithuania,S1A_IW_GRDH_1SDV_20170925T043501_35ULB_79_33,S2B_MSIL2A_20170927T094019_79_33,False,False,True
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_03_09,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_3_9,S2A_MSIL2A_20180506T100031_3_9,False,False,True
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_82_74,['Coniferous forest' 'Mixed forest'],train,Lithuania,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_82_74,S2A_MSIL2A_20180413T095031_82_74,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_12_85,['Broad-leaved forest'],train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_12_85,S2B_MSIL2A_20170914T93030_12_85,False,False,True
S2A_MSIL2A_20171002T094031_N9999_R036_T34TCR_78_09,['Arable land' 'Complex cultivation patterns' 'Urban fabric'],train,Serbia,S1B_IW_GRDH_1SDV_20170929T045327_34TCR_78_9,S2A_MSIL2A_20171002T094031_78_9,False,False,True
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_02_42,['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20170706T064300_29SND_2_42,S2A_MSIL2A_20170704T112111_2_42,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T36VVQ_12_04,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170922T152425_36VVQ_12_4,S2B_MSIL2A_20170924T93020_12_4,False,False,True
S2A_MSIL2A_20180507T093041_N9999_R136_T35UMA_08_03,"['Complex cultivation patterns' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20180506T042655_35UMA_8_3,S2A_MSIL2A_20180507T093041_8_3,False,False,True
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_67_04,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_67_4,S2B_MSIL2A_20170930T095019_67_4,False,False,True
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_88_86,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170819T044013_34WFS_88_86,S2B_MSIL2A_20170817T101019_88_86,False,False,True
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_08_02,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_8_2,S2B_MSIL2A_20180220T114339_8_2,False,False,True
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_38_84,['Arable land' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_38_84,S2B_MSIL2A_20171112T114339_38_84,False,False,True
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_89_44,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_89_44,S2B_MSIL2A_20180515T094029_89_44,False,False,True
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_89_18,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_89_18,S2B_MSIL2A_20180502T093039_89_18,False,False,True
S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_31_04,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180506T162409_34TFN_31_4,S2B_MSIL2A_20180509T092029_31_4,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_03_27,['Arable land' 'Complex cultivation patterns' 'Mixed forest'],train,Lithuania,S1B_IW_GRDH_1SDV_20170924T155448_35UMB_3_27,S2B_MSIL2A_20170924T93021_3_27,False,False,True
S2A_MSIL2A_20180507T093041_N9999_R136_T35UMA_33_03,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20180506T042655_35UMA_33_3,S2A_MSIL2A_20180507T093041_33_3,False,False,True
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_67_08,"['Arable land' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_67_8,S2B_MSIL2A_20170817T101019_67_8,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_84_67,['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_84_67,S2B_MSIL2A_20180421T100029_84_67,False,False,True
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_84_07,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162515_34TEP_84_7,S2B_MSIL2A_20180502T093039_84_7,False,False,True
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_41_03,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Belgium,S1B_IW_GRDH_1SDV_20180224T055805_31UER_41_3,S2B_MSIL2A_20180225T105019_41_3,False,False,True
S2A_MSIL2A_20180508T104031_N9999_R008_T31UGR_28_88,['Arable land' 'Broad-leaved forest' 'Pastures'],train,Luxembourg,S1A_IW_GRDH_1SDV_20180508T055029_31UGR_28_88,S2A_MSIL2A_20180508T104032_28_88,False,False,True
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_86_37,"['Broad-leaved forest' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_86_37,S2B_MSIL2A_20180515T094029_86_37,False,False,True
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_03_78,['Arable land' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_3_78,S2A_MSIL2A_20171121T112351_3_78,False,False,True
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_44_03,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180516T044113_35VNJ_44_3,S2B_MSIL2A_20180515T094029_44_3,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_87_16,['Agro-forestry areas' 'Arable land' 'Complex cultivation patterns'],train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNB_87_16,S2A_MSIL2A_20171002T112112_87_16,False,False,True
S2B_MSIL2A_20171226T094359_N9999_R036_T34TCS_73_86,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20171224T163351_34TCS_73_86,S2B_MSIL2A_20171226T094359_73_86,False,False,True
S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_82_23,['Arable land' 'Broad-leaved forest' 'Pastures' 'Urban fabric'],train,Belgium,S1A_IW_GRDH_1SDV_20170829T055029_31UER_82_23,S2B_MSIL2A_20170829T105019_82_23,False,False,True
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_83_53,['Arable land'],train,Serbia,S1B_IW_GRDH_1SDV_20180429T163254_34TCR_83_53,S2A_MSIL2A_20180430T094031_83_53,False,False,True
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_15_01,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_15_1,S2B_MSIL2A_20170911T092019_15_1,False,False,True
S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_79_31,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Belgium,S1A_IW_GRDH_1SDV_20170829T055029_31UER_79_31,S2B_MSIL2A_20170829T105019_79_31,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_08_20,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest' 'Natural grassland and sparsely vegetated areas']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_8_20,S2B_MSIL2A_20170914T093029_8_20,False,False,True
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_09_03,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_9_3,S2A_MSIL2A_20171208T093351_9_3,False,False,True
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_05_09,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170907T043202_35VNL_5_9,S2A_MSIL2A_20170905T095031_5_9,False,False,True
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_15_00,"['Broad-leaved forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170812T182712_29SNC_15_0,S2A_MSIL2A_20170813T112121_15_0,False,False,True
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_43_02,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEP_43_2,S2B_MSIL2A_20170914T093029_43_2,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_27_02,['Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_27_2,S2B_MSIL2A_20180421T100029_27_2,False,False,True
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_12_46,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170928T161150_35ULB_12_46,S2B_MSIL2A_20170927T94020_12_46,False,False,True
S2B_MSIL2A_20180522T093029_N9999_R136_T35VPJ_00_59,['Coniferous forest'],train,Finland,S1A_IW_GRDH_1SDV_20180523T043321_35VPJ_0_59,S2B_MSIL2A_20180522T093029_0_59,False,False,True
S2B_MSIL2A_20171019T102019_N9999_R065_T34VDR_90_76,"['Coniferous forest' 'Marine waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20171017T160544_34VDR_90_76,S2B_MSIL2A_20171019T102019_90_76,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_58_01,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_58_1,S2A_MSIL2A_20171002T112111_58_1,False,False,True
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_57_86,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_57_86,S2B_MSIL2A_20170825T093029_57_86,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_07_80,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_7_80,S2B_MSIL2A_20180421T100030_7_80,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_84_66,['Arable land' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_84_66,S2A_MSIL2A_20171002T112111_84_66,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_42_83,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20170925T043256_35VPK_42_83,S2B_MSIL2A_20170924T93020_42_83,False,False,True
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_83_17,"['Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171222T063355_29SND_83_17,S2A_MSIL2A_20171221T112501_83_17,False,False,True
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_35_09,"['Agro-forestry areas' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_35_9,S2B_MSIL2A_20180326T112109_35_9,False,False,True
S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_01_09,"['Arable land' 'Coniferous forest' 'Inland waters' 'Inland wetlands'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180415T160451_35VLG_1_9,S2A_MSIL2A_20180413T95032_1_9,False,False,True
S2B_MSIL2A_20180428T095029_N9999_R079_T33TXN_06_72,['Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180428T164218_33TXN_6_72,S2B_MSIL2A_20180428T095029_6_72,False,False,True
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_54_84,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165021_33TWN_54_84,S2B_MSIL2A_20180421T100029_54_84,False,False,True
S2B_MSIL2A_20170725T100029_N9999_R122_T35WPR_01_86,['Coniferous forest' 'Inland wetlands'],train,Finland,S1A_IW_GRDH_1SDV_20170724T152537_35WPR_1_86,S2B_MSIL2A_20170725T100029_1_86,False,False,True
S2A_MSIL2A_20171002T094031_N9999_R036_T34TCS_52_90,['Arable land'],train,Serbia,S1B_IW_GRDH_1SDV_20170930T164112_34TCS_52_90,S2A_MSIL2A_20171002T094031_52_90,False,False,True
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_56_78,['Arable land' 'Complex cultivation patterns' 'Pastures' 'Urban fabric'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_56_78,S2B_MSIL2A_20180220T114339_56_78,False,False,True
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_78_69,"['Coniferous forest' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_78_69,S2B_MSIL2A_20170817T101019_78_69,False,False,True
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_80_63,['Arable land' 'Permanent crops' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_80_63,S2A_MSIL2A_20180506T100031_80_63,False,False,True
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_09_11,['Pastures' 'Urban fabric'],train,Ireland,S1B_IW_GRDH_1SDV_20180225T063817_29UPU_9_11,S2A_MSIL2A_20180225T114351_9_11,False,False,True
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_62_80,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Moors, heathland and sclerophyllous vegetation'
 'Pastures']",train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_62_80,S2A_MSIL2A_20170717T113321_62_80,False,False,True
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_03_48,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Luxembourg,S1A_IW_GRDH_1SDV_20171016T055031_31UGR_3_48,S2B_MSIL2A_20171015T104009_3_48,False,False,True
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_66_80,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_66_80,S2B_MSIL2A_20170825T093029_66_80,False,False,True
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_75_05,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171122T063425_29SND_75_5,S2A_MSIL2A_20171121T112351_75_5,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_87_33,"['Coniferous forest' 'Inland waters' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170922T152425_35VPK_87_33,S2B_MSIL2A_20170924T093019_87_33,False,False,True
S2A_MSIL2A_20180419T101031_N9999_R022_T34VDN_43_87,['Marine waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180420T161303_34VDN_43_87,S2A_MSIL2A_20180419T101031_43_87,False,False,True
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_68_11,['Agro-forestry areas' 'Pastures'],train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_68_11,S2A_MSIL2A_20171002T112111_68_11,False,False,True
S2B_MSIL2A_20170911T092019_N9999_R093_T34TFN_04_46,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170913T043820_34TFN_4_46,S2B_MSIL2A_20170911T092019_4_46,False,False,True
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_80_49,['Agro-forestry areas' 'Arable land' 'Inland waters' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20170812T182647_29SNC_80_49,S2A_MSIL2A_20170813T112121_80_49,False,False,True
S2A_MSIL2A_20170905T095031_N9999_R079_T35WPN_02_17,['Coniferous forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20170904T152443_35WPN_2_17,S2A_MSIL2A_20170905T95032_2_17,False,False,True
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_87_33,"['Agro-forestry areas' 'Broad-leaved forest'
 'Complex cultivation patterns' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20170701T182622_29SND_87_33,S2A_MSIL2A_20170704T112111_87_33,False,False,True
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_84_42,"['Arable land' 'Complex cultivation patterns'
 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_84_42,S2B_MSIL2A_20170930T095019_84_42,False,False,True
S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_79_00,['Arable land'],train,Belgium,S1A_IW_GRDH_1SDV_20170829T055029_31UER_79_0,S2B_MSIL2A_20170829T105019_79_0,False,False,True
S2B_MSIL2A_20180522T093029_N9999_R136_T35VPJ_49_03,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180523T043256_35VPJ_49_3,S2B_MSIL2A_20180522T093029_49_3,False,False,True
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_01_27,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_1_27,S2A_MSIL2A_20171121T112351_1_27,False,False,True
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_07_69,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_7_69,S2B_MSIL2A_20170709T094029_7_69,False,False,True
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_55_08,['Arable land' 'Coniferous forest' 'Mixed forest'],train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_55_8,S2B_MSIL2A_20170930T095019_55_8,False,False,True
S2B_MSIL2A_20170923T100019_N9999_R122_T33TWM_01_29,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Austria,S1B_IW_GRDH_1SDV_20170923T164942_33TWM_1_29,S2B_MSIL2A_20170923T100019_1_29,False,False,True
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_62_82,['Coniferous forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_62_82,S2A_MSIL2A_20171101T94132_62_82,False,False,True
S2B_MSIL2A_20170924T093019_N9999_R136_T35UMB_32_02,"['Broad-leaved forest' 'Complex cultivation patterns' 'Pastures'
 'Urban fabric']",train,Lithuania,S1B_IW_GRDH_1SDV_20170924T155448_35UMB_32_2,S2B_MSIL2A_20170924T93020_32_2,False,False,True
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_01_02,['Arable land' 'Complex cultivation patterns'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_1_2,S2B_MSIL2A_20170808T094029_1_2,False,False,True
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_37_01,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20171103T050142_33TXN_37_1,S2A_MSIL2A_20171104T095201_37_1,False,False,True
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_69_08,['Agro-forestry areas' 'Pastures'],train,Portugal,S1A_IW_GRDH_1SDV_20180226T063447_29SNC_69_8,S2B_MSIL2A_20180224T112109_69_8,False,False,True
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_23_02,['Arable land' 'Broad-leaved forest' 'Coniferous forest'],train,Portugal,S1A_IW_GRDH_1SDV_20180225T183512_29SNC_23_2,S2B_MSIL2A_20180224T112109_23_2,False,False,True
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_81_15,['Arable land' 'Inland wetlands' 'Marine waters' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_81_15,S2A_MSIL2A_20170617T113321_81_15,False,False,True
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_39_04,"['Arable land' 'Coniferous forest' 'Inland waters'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180516T044113_35VNJ_39_4,S2B_MSIL2A_20180515T094029_39_4,False,False,True
